-13517.3,-1719.89,2174.15
-13517.3,-1719.94,2174.51
-13517.3,-1719.93,2174.86
-13517.6,-1719.37,2176.31
-13517.6,-1719.38,2176.71
-13516.2,-1718.34,2176.79
-13516.4,-1720.94,2176.88
-13516.1,-1718.37,2177.1
-13516.4,-1720.79,2177.25
-13512.1,-1733.47,2179.28
-13521.8,-1732.77,2179.38
-13513.1,-1735.66,2179.48
-13512.6,-1739.28,2179.74
-13521.4,-1734.27,2179.74
-13512.1,-1733.47,2179.66
-13521.7,-1732.83,2179.68
-13513,-1735.66,2179.88
-13520.8,-1735.29,2179.88
-13513.3,-1734.77,2179.84
-13512.6,-1739.43,2180.08
-13521.3,-1734.32,2180.09
-13514.7,-1738.61,2180.51
-13501.8,-1748.11,2180.51
-13503.9,-1739.15,2180.46
-13503.8,-1735.38,2180.57
-13505,-1734.92,2180.46
-13504.1,-1734.53,2180.58
-13529.2,-1721.2,2179.4
-13528.7,-1718.37,2180.37
-13515.5,-1721.09,2177.74
-13520.2,-1723.36,2177.89
-13520.2,-1718.25,2177.9
-13515.4,-1717.35,2177.91
-13522.8,-1716.27,2177.91
-13515.4,-1721.14,2178.07
-13516.3,-1716.59,2178.13
-13515.1,-1725.9,2178.31
-13520.1,-1723.39,2178.28
-13519.8,-1718.37,2178.36
-13517.8,-1725.27,2178.46
-13521,-1720.7,2178.52
-13524.1,-1727.13,2178.76
-13515.7,-1725.1,2178.74
-13524.3,-1718.99,2178.74
-13520.3,-1726.66,2178.86
-13511.7,-1718.18,2178.91
-13524.3,-1718.93,2179.17
-13518.6,-1716.46,2179.09
-13524.1,-1727.16,2179.29
-13526.6,-1725.32,2179.39
-13515.7,-1725.13,2179.28
-13526.3,-1729.92,2179.55
-13520.2,-1726.64,2179.41
-13527.5,-1726.03,2179.5
-13513.7,-1725.32,2179.51
-13524.3,-1718.88,2179.47
-13522.2,-1718.87,2179.44
-13512.1,-1718.25,2179.51
-13526.6,-1725.31,2179.71
-13515.8,-1725.1,2179.68
-13522.8,-1722.82,2179.62
-13522.9,-1719.29,2179.73
-13511.8,-1717.57,2179.76
-13518.8,-1731.1,2179.96
-13526.3,-1729.77,2179.9
-13513.7,-1725.31,2179.91
-13524.4,-1719.17,2179.93
-13526.8,-1718.7,2179.94
-13514.2,-1717.97,2179.85
-13512.8,-1732.52,2180.13
-13512,-1727.61,2180.07
-13527.5,-1726,2180.1
-13528,-1717.34,2180.12
-13527.9,-1726.69,2180.31
-13528,-1726.33,2180.34
-13526.8,-1718.66,2180.29
-13513.7,-1717.97,2180.23
-13528.3,-1726.54,2180.49
-13527.7,-1725.57,2180.5
-13527.5,-1720.78,2180.49
-13528.1,-1717.28,2180.45
-13510.7,-1717.47,2178.92
-13508.2,-1722.91,2179.08
